Date,AveragePrice,TotalVolume,type,year,region
2016-05-15,1.79,112278.17,organic,2016,Northeast
2016-05-22,1.14,4609250.24,conventional,2016,Northeast
2016-05-22,1.81,134280.15,organic,2016,Northeast
2016-05-29,1.14,5141314.86,conventional,2016,Northeast
2016-05-29,1.87,111097.01,organic,2016,Northeast
2016-06-05,1.35,4570515.87,conventional,2016,Northeast
2016-06-05,1.79,102940.66,organic,2016,Northeast
2016-06-12,1.34,4599028.54,conventional,2016,Northeast
2016-06-12,1.71,93841.12,organic,2016,Northeast
2016-06-19,1.4,4506892.62,conventional,2016,Northeast
2016-06-19,1.9,116678.91,organic,2016,Northeast
2016-06-26,1.28,4840949.87,conventional,2016,Northeast
2016-06-26,1.91,115923.75,organic,2016,Northeast
2016-07-03,1.41,4486744.99,conventional,2016,Northeast
2016-07-03,1.86,152428.41,organic,2016,Northeast
2016-07-10,1.33,4487625.78,conventional,2016,Northeast
2016-07-10,1.99,131639.67,organic,2016,Northeast
2016-07-17,1.49,3736814.35,conventional,2016,Northeast
2016-07-17,2.07,149636.3,organic,2016,Northeast
2016-07-24,1.54,3834290.51,conventional,2016,Northeast
2016-07-24,1.89,88923.85,organic,2016,Northeast
2016-07-31,1.6,3813808.25,conventional,2016,Northeast
2016-07-31,1.87,73835.93,organic,2016,Northeast
2016-08-07,1.47,4024822.13,conventional,2016,Northeast
2016-08-07,1.88,87942.88,organic,2016,Northeast
2016-08-14,1.37,4195423.29,conventional,2016,Northeast
2016-08-14,1.85,76276.8,organic,2016,Northeast
2016-08-21,1.4,4127080.33,conventional,2016,Northeast
2016-08-21,1.75,106119.98,organic,2016,Northeast
2016-08-28,1.4,4309301.79,conventional,2016,Northeast
2016-08-28,1.84,71636.65,organic,2016,Northeast
2016-09-04,1.4,4019648.55,conventional,2016,Northeast
2016-09-04,1.92,128284.46,organic,2016,Northeast
2016-09-11,1.28,4456957.62,conventional,2016,Northeast
2016-09-11,1.95,165386.89,organic,2016,Northeast
2016-09-18,1.45,3442454.03,conventional,2016,Northeast
2016-09-18,2.04,137076.37,organic,2016,Northeast
2016-09-25,1.53,3458790.86,conventional,2016,Northeast
2016-09-25,1.96,111261.71,organic,2016,Northeast
2016-10-02,1.59,3257752.57,conventional,2016,Northeast
2016-10-02,1.99,100529.39,organic,2016,Northeast
2016-10-09,1.54,3350949.74,conventional,2016,Northeast
2016-10-09,1.91,87711.53,organic,2016,Northeast
2016-10-16,1.65,3107049.25,conventional,2016,Northeast
2016-10-16,1.86,73430.26,organic,2016,Northeast
2016-10-23,1.67,2916578.9,conventional,2016,Northeast
2016-10-23,1.7,57081.84,organic,2016,Northeast
2016-10-30,1.72,2364424.49,conventional,2016,Northeast
2016-10-30,1.96,72130.37,organic,2016,Northeast
2016-11-06,1.71,2507401.04,conventional,2016,Northeast
2016-11-06,2.07,89099.08,organic,2016,Northeast
2016-11-13,1.67,2706838.44,conventional,2016,Northeast
2016-11-13,2.13,82987.85,organic,2016,Northeast
2016-11-20,1.51,3206946.52,conventional,2016,Northeast
2016-11-20,1.93,119375.15,organic,2016,Northeast
2016-11-27,1.51,2701518.48,conventional,2016,Northeast
2016-11-27,2.13,85024.33,organic,2016,Northeast
2016-12-04,1.4,3222663.98,conventional,2016,Northeast
2016-12-04,2.0,117562.6,organic,2016,Northeast
2016-12-11,1.32,3381321.05,conventional,2016,Northeast
2016-12-11,2.01,106002.64,organic,2016,Northeast
2016-12-18,1.22,3686005.68,conventional,2016,Northeast
2016-12-18,1.94,113583.14,organic,2016,Northeast
2016-12-25,1.36,3216470.61,conventional,2016,Northeast
2016-12-25,2.0,109788.24,organic,2016,Northeast
2017-01-01,1.35,3513388.32,conventional,2017,Northeast
2017-01-01,2.0,115256.09,organic,2017,Northeast
2017-01-08,1.25,4691937.5,conventional,2017,Northeast
2017-01-08,1.99,132079.47,organic,2017,Northeast
2017-01-15,1.36,4250958.55,conventional,2017,Northeast
2017-01-15,1.94,134840.81,organic,2017,Northeast
2017-01-22,1.39,5007356.22,conventional,2017,Northeast
2017-01-22,1.93,135079.52,organic,2017,Northeast
2017-01-29,1.39,4155042.11,conventional,2017,Northeast
2017-01-29,1.93,132820.76,organic,2017,Northeast
2017-02-05,1.23,6724196.61,conventional,2017,Northeast
2017-02-05,1.81,160843.63,organic,2017,Northeast
2017-02-12,1.19,5367769.78,conventional,2017,Northeast
2017-02-12,1.91,153268.97,organic,2017,Northeast
2017-02-19,1.36,3526205.21,conventional,2017,Northeast
2017-02-19,1.43,592952.35,organic,2017,Northeast
2017-02-26,1.43,3980574.14,conventional,2017,Northeast
2017-02-26,1.82,182655.98,organic,2017,Northeast
2017-03-05,1.34,4468555.34,conventional,2017,Northeast
2017-03-05,1.8,225597.13,organic,2017,Northeast
2017-03-12,1.6,3779295.69,conventional,2017,Northeast
2017-03-12,2.18,186709.79,organic,2017,Northeast
2017-03-19,1.59,3768359.35,conventional,2017,Northeast
2017-03-19,1.88,276084.84,organic,2017,Northeast
2017-03-26,1.54,3977196.18,conventional,2017,Northeast
2017-03-26,2.1,191466.91,organic,2017,Northeast
2017-04-02,1.62,3988654.48,conventional,2017,Northeast
2017-04-02,1.89,256548.81,organic,2017,Northeast
2017-04-09,1.6,4313430.98,conventional,2017,Northeast
2017-04-09,2.12,171036.27,organic,2017,Northeast
2017-04-16,1.65,4043204.76,conventional,2017,Northeast
2017-04-16,1.91,265298.41,organic,2017,Northeast
2017-04-23,1.59,3846196.3,conventional,2017,Northeast
2017-04-23,2.09,180814.14,organic,2017,Northeast
2017-04-30,1.6,4289149.75,conventional,2017,Northeast
2017-04-30,1.91,278038.48,organic,2017,Northeast
2017-05-07,1.53,5262336.16,conventional,2017,Northeast
2017-05-07,2.16,205224.24,organic,2017,Northeast
2017-05-14,1.67,4163120.72,conventional,2017,Northeast
2017-05-14,2.09,202280.64,organic,2017,Northeast
2017-05-21,1.66,4110305.09,conventional,2017,Northeast
2017-05-21,2.15,186553.95,organic,2017,Northeast
2017-05-28,1.71,4529672.68,conventional,2017,Northeast
2017-05-28,2.18,194487.92,organic,2017,Northeast
2017-06-04,1.74,4096560.83,conventional,2017,Northeast
2017-06-04,2.0,251838.53,organic,2017,Northeast
2017-06-11,1.68,4060850.93,conventional,2017,Northeast
2017-06-11,2.26,191985.27,organic,2017,Northeast
2017-06-18,1.68,3945270.4,conventional,2017,Northeast
2017-06-18,1.98,307563.37,organic,2017,Northeast
2017-06-25,1.54,4121661.3,conventional,2017,Northeast
2017-06-25,2.26,181964.19,organic,2017,Northeast
2017-07-02,1.63,4035234.26,conventional,2017,Northeast
2017-07-02,2.29,170194.95,organic,2017,Northeast
2017-07-09,1.58,4406341.73,conventional,2017,Northeast
2017-07-09,2.31,160288.02,organic,2017,Northeast
2017-07-16,1.5,4180237.98,conventional,2017,Northeast
2017-07-16,1.66,240537.76,organic,2017,Northeast
2017-07-23,1.46,4222039.27,conventional,2017,Northeast
2017-07-23,1.63,272856.18,organic,2017,Northeast
2017-07-30,1.49,4018833.97,conventional,2017,Northeast
2017-07-30,1.74,214612.36,organic,2017,Northeast
2017-08-06,1.52,4132666.26,conventional,2017,Northeast
2017-08-06,1.74,216000.77,organic,2017,Northeast
2017-08-13,1.49,4323440.02,conventional,2017,Northeast
2017-08-13,1.85,200716.07,organic,2017,Northeast
2017-08-20,1.68,3417507.87,conventional,2017,Northeast
2017-08-20,1.79,251156.79,organic,2017,Northeast
2017-08-27,1.7,3374546.02,conventional,2017,Northeast
2017-08-27,1.89,215129.8,organic,2017,Northeast
2017-09-03,1.75,3330799.31,conventional,2017,Northeast
2017-09-03,1.92,223548.33,organic,2017,Northeast
2017-09-10,1.61,3536857.97,conventional,2017,Northeast
2017-09-10,1.85,244428.88,organic,2017,Northeast
2017-09-17,1.54,3350043.59,conventional,2017,Northeast
2017-09-17,1.74,238274.56,organic,2017,Northeast
2017-09-24,1.59,3424954.07,conventional,2017,Northeast
2017-09-24,1.68,255258.55,organic,2017,Northeast
2017-10-01,1.61,3438536.39,conventional,2017,Northeast
2017-10-01,1.7,236097.14,organic,2017,Northeast
2017-10-08,1.63,3065336.1,conventional,2017,Northeast
2017-10-08,1.64,275572.0,organic,2017,Northeast
2017-10-15,1.62,3251117.56,conventional,2017,Northeast
2017-10-15,1.7,269123.79,organic,2017,Northeast
2017-10-22,1.51,3380058.07,conventional,2017,Northeast
2017-10-22,1.68,264208.2,organic,2017,Northeast
2017-10-29,1.52,3430235.17,conventional,2017,Northeast
2017-10-29,1.76,264941.06,organic,2017,Northeast
2017-11-05,1.45,3492828.1,conventional,2017,Northeast
2017-11-05,1.82,239371.8,organic,2017,Northeast
2017-11-12,1.35,3925104.0,conventional,2017,Northeast
2017-11-12,1.81,231677.48,organic,2017,Northeast
2017-11-19,1.37,3680754.0,conventional,2017,Northeast
2017-11-19,1.84,204565.99,organic,2017,Northeast
2017-11-26,1.37,3269460.0,conventional,2017,Northeast
2017-11-26,1.77,190028.7,organic,2017,Northeast
2017-12-03,1.32,4030251.0,conventional,2017,Northeast
2017-12-03,1.67,247242.48,organic,2017,Northeast
2017-12-10,1.17,5543004.84,conventional,2017,Northeast
2017-12-10,1.6,251595.19,organic,2017,Northeast
2017-12-17,1.35,3504253.8,conventional,2017,Northeast
2017-12-17,1.66,222261.39,organic,2017,Northeast
2017-12-24,1.37,3489057.04,conventional,2017,Northeast
2017-12-24,1.67,237711.39,organic,2017,Northeast
2017-12-31,1.31,3652549.7,conventional,2017,Northeast
2017-12-31,1.66,229313.64,organic,2017,Northeast
2018-01-08,1.480530252,3629554.16,conventional,2018,Northeast
2018-01-08,1.936215287,194061.35,organic,2018,Northeast
2018-01-14,1.552294073,3459261.55,conventional,2018,Northeast
2018-01-14,1.879869724,201184.81,organic,2018,Northeast
2018-01-21,1.236876178,5356079.67,conventional,2018,Northeast
2018-01-21,2.048543044,150459.5,organic,2018,Northeast
2018-01-28,1.264429507,4881340.87,conventional,2018,Northeast
2018-01-28,1.750306196,233448.94,organic,2018,Northeast
2018-02-04,1.348739654,6483586.1,conventional,2018,Northeast
2018-02-04,1.871056476,196790.32,organic,2018,Northeast
2018-02-11,1.238691459,5006707.7,conventional,2018,Northeast
2018-02-11,1.981960475,162832.14,organic,2018,Northeast
2018-02-18,1.333386228,3494672.93,conventional,2018,Northeast
2018-02-18,1.494518209,684307.92,organic,2018,Northeast
2018-02-25,1.390238951,3822361.87,conventional,2018,Northeast
2018-02-25,1.837677595,222086.26,organic,2018,Northeast
2018-03-04,1.271068324,4545068.0,conventional,2018,Northeast
2018-03-04,1.859560079,234594.01,organic,2018,Northeast
2018-03-11,1.329638884,4426058.76,conventional,2018,Northeast
2018-03-11,2.024670024,206199.21,organic,2018,Northeast
2018-03-18,1.425665877,3969009.06,conventional,2018,Northeast
2018-03-18,1.806448098,328687.91,organic,2018,Northeast
2018-03-25,1.347361096,4236741.19,conventional,2018,Northeast
2018-03-25,1.817185677,267731.01,organic,2018,Northeast
2018-04-01,1.3808381,4298302.6,conventional,2018,Northeast
2018-04-01,1.826544422,274265.56,organic,2018,Northeast
2018-04-08,1.305345715,4324503.99,conventional,2018,Northeast
2018-04-08,1.863391768,223949.09,organic,2018,Northeast
2018-04-15,1.199395685,6354246.4,conventional,2018,Northeast
2018-04-15,1.758733161,241765.52,organic,2018,Northeast
2018-04-22,1.281813469,4610992.93,conventional,2018,Northeast
2018-04-22,1.678196193,329448.64,organic,2018,Northeast
2018-04-29,1.123932342,5863390.42,conventional,2018,Northeast
2018-04-29,1.726147722,282686.59,organic,2018,Northeast
2018-05-06,1.144142084,7853846.05,conventional,2018,Northeast
2018-05-06,1.731663586,255575.29,organic,2018,Northeast
2018-05-13,1.140342323,5936112.41,conventional,2018,Northeast
2018-05-13,1.667563298,321499.72,organic,2018,Northeast
2018-05-20,1.255981666,4684200.02,conventional,2018,Northeast
2018-05-20,1.536158535,354434.84,organic,2018,Northeast
2018-05-27,1.203613061,5946656.66,conventional,2018,Northeast
2018-05-27,1.310566416,358157.74,organic,2018,Northeast
2018-06-03,1.327115679,5087268.55,conventional,2018,Northeast
2018-06-03,1.487442311,374620.5,organic,2018,Northeast
2018-06-10,1.137457427,6178331.62,conventional,2018,Northeast
2018-06-10,1.75135893,237733.52,organic,2018,Northeast
2018-06-17,1.233369139,5501898.52,conventional,2018,Northeast
2018-06-17,1.717086863,359360.05,organic,2018,Northeast
2018-06-24,1.23961226,5406883.28,conventional,2018,Northeast
2018-06-24,1.752146656,246516.7,organic,2018,Northeast
2018-07-01,1.260599022,5204013.46,conventional,2018,Northeast
2018-07-01,1.69679336,271844.59,organic,2018,Northeast
2018-07-08,1.288698077,5560759.59,conventional,2018,Northeast
2018-07-08,1.788226293,239395.27,organic,2018,Northeast
2018-07-15,1.233960807,5038852.64,conventional,2018,Northeast
2018-07-15,1.794484428,283597.52,organic,2018,Northeast
2018-07-22,1.245124103,4673321.64,conventional,2018,Northeast
2018-07-22,1.806006922,245083.76,organic,2018,Northeast
2018-07-29,1.214582215,5071962.68,conventional,2018,Northeast
2018-07-29,1.783148332,238988.73,organic,2018,Northeast
2018-08-05,1.2679619,4638143.13,conventional,2018,Northeast
2018-08-05,2.01183247,181530.05,organic,2018,Northeast
2018-08-12,1.199315491,5045555.99,conventional,2018,Northeast
2018-08-12,1.928677697,184663.62,organic,2018,Northeast
2018-08-19,1.363661288,4257514.51,conventional,2018,Northeast
2018-08-19,2.051973609,187862.2,organic,2018,Northeast
2018-08-26,1.351089543,4449039.06,conventional,2018,Northeast
2018-08-26,1.934647533,196456.99,organic,2018,Northeast
2018-09-02,1.480346708,4138830.79,conventional,2018,Northeast
2018-09-02,2.069283247,198976.41,organic,2018,Northeast
2018-09-09,1.383467642,4466589.32,conventional,2018,Northeast
2018-09-09,2.059228606,198845.64,organic,2018,Northeast
2018-09-16,1.459498707,3717855.56,conventional,2018,Northeast
2018-09-16,2.054449112,176003.98,organic,2018,Northeast
2018-09-23,1.394121449,3758545.12,conventional,2018,Northeast
2018-09-23,2.019075117,188048.24,organic,2018,Northeast
2018-09-30,1.346965579,3815808.54,conventional,2018,Northeast
2018-09-30,2.03748116,182084.92,organic,2018,Northeast
2018-10-07,1.399580933,3752357.81,conventional,2018,Northeast
2018-10-07,1.859797099,200791.91,organic,2018,Northeast
2018-10-14,1.400299467,3705719.26,conventional,2018,Northeast
2018-10-14,1.700726311,239195.3,organic,2018,Northeast
2018-10-21,1.365325164,3799955.76,conventional,2018,Northeast
2018-10-21,1.721146793,219550.61,organic,2018,Northeast
2018-10-28,1.410468793,4221905.54,conventional,2018,Northeast
2018-10-28,1.739450493,212079.05,organic,2018,Northeast
2018-11-04,1.36366011,3757030.04,conventional,2018,Northeast
2018-11-04,1.778137439,204146.02,organic,2018,Northeast
2018-11-11,1.389292771,3816378.0,conventional,2018,Northeast
2018-11-11,1.755331876,216064.37,organic,2018,Northeast
2018-11-18,1.421560474,3408904.76,conventional,2018,Northeast
2018-11-18,1.560259908,350765.18,organic,2018,Northeast
2018-11-25,1.474626876,2405227.51,conventional,2018,Northeast
2018-11-25,1.945587416,202268.01,organic,2018,Northeast
2018-12-02,1.613617821,2551216.61,conventional,2018,Northeast
2018-12-02,1.710031864,201549.17,organic,2018,Northeast
2018-12-09,1.51470088,3143070.46,conventional,2018,Northeast
2018-12-09,1.431644946,273577.99,organic,2018,Northeast
2018-12-16,1.420343412,3406671.39,conventional,2018,Northeast
2018-12-16,1.509879268,258540.43,organic,2018,Northeast
2018-12-23,1.368878448,3574463.28,conventional,2018,Northeast
2018-12-23,1.497948261,311872.36,organic,2018,Northeast
2018-12-30,1.262006946,4039064.17,conventional,2018,Northeast
2018-12-30,1.681750011,203814.88,organic,2018,Northeast
2019-01-07,1.323335118,4638696.54,conventional,2019,Northeast
2019-01-07,1.656665754,287093.63,organic,2019,Northeast
2019-01-13,1.21335635,5033625.91,conventional,2019,Northeast
2019-01-13,1.599038578,323225.28,organic,2019,Northeast
2019-01-20,1.241988431,5494796.31,conventional,2019,Northeast
2019-01-20,1.578703634,335365.08,organic,2019,Northeast
2019-01-27,1.307029196,4190892.91,conventional,2019,Northeast
2019-01-27,1.48586814,415874.8,organic,2019,Northeast
2019-02-03,1.164729652,6822710.98,conventional,2019,Northeast
2019-02-03,1.597432296,270959.86,organic,2019,Northeast
2019-02-10,1.116619864,5440057.44,conventional,2019,Northeast
2019-02-10,1.447169999,343273.93,organic,2019,Northeast
2019-02-17,1.233720224,4319201.26,conventional,2019,Northeast
2019-02-17,1.458630729,301641.71,organic,2019,Northeast
2019-02-24,1.249770864,4500494.34,conventional,2019,Northeast
2019-02-24,1.475033279,322462.5,organic,2019,Northeast
2019-03-03,1.285603145,4551534.66,conventional,2019,Northeast
2019-03-03,1.51442875,395834.36,organic,2019,Northeast
2019-03-10,1.205867374,5343241.03,conventional,2019,Northeast
2019-03-10,1.521061156,312808.64,organic,2019,Northeast
2019-03-17,1.273942551,4633701.23,conventional,2019,Northeast
2019-03-17,1.469061564,375266.92,organic,2019,Northeast
2019-03-24,1.253728084,6020568.55,conventional,2019,Northeast
2019-03-24,1.611019299,272447.12,organic,2019,Northeast
2019-03-31,1.27996905,4568962.34,conventional,2019,Northeast
2019-03-31,1.589656585,281343.43,organic,2019,Northeast
2019-04-07,1.253527535,5238622.4,conventional,2019,Northeast
2019-04-07,1.604542981,286704.01,organic,2019,Northeast
2019-04-14,1.21652408,5382626.6,conventional,2019,Northeast
2019-04-14,1.543628642,476969.98,organic,2019,Northeast
2019-04-21,1.616392121,3817851.4,conventional,2019,Northeast
2019-04-21,1.942002114,246292.93,organic,2019,Northeast
2019-04-28,1.603740404,3616021.92,conventional,2019,Northeast
2019-04-28,2.012640631,217447.32,organic,2019,Northeast
2019-05-05,1.514486976,5258017.95,conventional,2019,Northeast
2019-05-05,2.078500614,214306.36,organic,2019,Northeast
2019-05-12,1.587951603,4986183.49,conventional,2019,Northeast
2019-05-12,1.936472046,234764.09,organic,2019,Northeast
2019-05-19,1.601864662,4378181.82,conventional,2019,Northeast
2019-05-19,2.044427401,199554.99,organic,2019,Northeast
2019-05-26,1.62360914,4598313.07,conventional,2019,Northeast
2019-05-26,2.068563222,193856.63,organic,2019,Northeast
2019-06-02,1.616981977,4460845.55,conventional,2019,Northeast
2019-06-02,2.097980722,189308.9,organic,2019,Northeast
2019-06-09,1.582997969,4670584.38,conventional,2019,Northeast
2019-06-09,2.063480751,193764.57,organic,2019,Northeast
2019-06-16,1.50746907,4681101.33,conventional,2019,Northeast
2019-06-16,2.057295333,214304.3,organic,2019,Northeast
2019-06-23,1.583515915,4199090.95,conventional,2019,Northeast
2019-06-23,2.161029019,185889.91,organic,2019,Northeast
2019-06-30,1.518762461,4387690.28,conventional,2019,Northeast
2019-06-30,2.13942946,181468.15,organic,2019,Northeast
2019-07-07,1.583174919,4665589.16,conventional,2019,Northeast
2019-07-07,2.258107574,175810.98,organic,2019,Northeast
2019-07-14,1.546477073,4216033.32,conventional,2019,Northeast
2019-07-14,2.30490751,160094.42,organic,2019,Northeast
2019-07-21,1.632378326,3928835.17,conventional,2019,Northeast
2019-07-21,2.318319722,166601.27,organic,2019,Northeast
2019-07-28,1.642712857,3945227.95,conventional,2019,Northeast
2019-07-28,2.336655772,162146.99,organic,2019,Northeast
2019-08-04,1.62437619,3991759.25,conventional,2019,Northeast
2019-08-04,2.342983504,178388.43,organic,2019,Northeast
2019-08-11,1.596819038,4033995.85,conventional,2019,Northeast
2019-08-11,2.277967773,180426.63,organic,2019,Northeast
2019-08-18,1.521049491,4384921.45,conventional,2019,Northeast
2019-08-18,2.074999,205230.96,organic,2019,Northeast
2019-08-25,1.496973544,4030327.88,conventional,2019,Northeast
2019-08-25,2.029048766,216181.91,organic,2019,Northeast
