Date,AveragePrice,TotalVolume,type,year,region
2017-05-07,1.65,1746824.6,conventional,2017,NewYork
2017-05-14,1.75,1387420.96,conventional,2017,NewYork
2017-05-14,2.41,71188.47,organic,2017,NewYork
2017-05-21,1.8,1298242.54,conventional,2017,NewYork
2017-05-21,2.39,70663.57,organic,2017,NewYork
2017-05-28,1.75,1451146.59,conventional,2017,NewYork
2017-05-28,2.38,76002.26,organic,2017,NewYork
2017-06-04,1.83,1335461.36,conventional,2017,NewYork
2017-06-04,2.06,112812.77,organic,2017,NewYork
2017-06-11,1.74,1374185.78,conventional,2017,NewYork
2017-06-11,2.39,81679.26,organic,2017,NewYork
2017-06-18,1.82,1242160.85,conventional,2017,NewYork
2017-06-18,1.91,166308.13,organic,2017,NewYork
2017-06-25,2.36,68542.66,organic,2017,NewYork
2017-06-25,1.47,1521598.08,conventional,2017,NewYork
2017-07-02,1.72,1304560.72,conventional,2017,NewYork
2017-07-02,2.44,63800.15,organic,2017,NewYork
2017-07-09,1.63,1442667.56,conventional,2017,NewYork
2017-07-09,2.48,59563.6,organic,2017,NewYork
2017-07-16,1.57,1327763.45,conventional,2017,NewYork
2017-07-16,1.79,80280.09,organic,2017,NewYork
2017-07-23,1.55,1306877.98,conventional,2017,NewYork
2017-07-23,1.85,87888.29,organic,2017,NewYork
2017-07-30,1.52,1306226.34,conventional,2017,NewYork
2017-07-30,1.88,71035.9,organic,2017,NewYork
2017-08-06,1.56,1277419.69,conventional,2017,NewYork
2017-08-06,1.91,72075.29,organic,2017,NewYork
2017-08-13,1.58,1267239.35,conventional,2017,NewYork
2017-08-13,2.07,73309.74,organic,2017,NewYork
2017-08-20,1.75,1057188.97,conventional,2017,NewYork
2017-08-20,1.85,107274.72,organic,2017,NewYork
2017-08-27,2.13,73865.51,organic,2017,NewYork
2017-08-27,1.81,1100987.66,conventional,2017,NewYork
2017-09-03,1.8,1077993.21,conventional,2017,NewYork
2017-09-03,2.14,82176.04,organic,2017,NewYork
2017-09-10,1.61,1150959.1,conventional,2017,NewYork
2017-09-10,2.07,90178.82,organic,2017,NewYork
2017-09-17,1.61,1154925.12,conventional,2017,NewYork
2017-09-17,2.08,70931.23,organic,2017,NewYork
2017-09-24,1.65,1178504.26,conventional,2017,NewYork
2017-09-24,2.06,70365.19,organic,2017,NewYork
2017-10-01,1.67,1201890.84,conventional,2017,NewYork
2017-10-01,2.04,63623.43,organic,2017,NewYork
2017-10-08,1.69,1105462.53,conventional,2017,NewYork
2017-10-08,2.06,67166.62,organic,2017,NewYork
2017-10-15,1.68,1176751.31,conventional,2017,NewYork
2017-10-15,2.09,69241.11,organic,2017,NewYork
2017-10-22,1.54,1253047.6,conventional,2017,NewYork
2017-10-22,2.08,70272.82,organic,2017,NewYork
2017-10-29,1.57,1217806.97,conventional,2017,NewYork
2017-10-29,2.11,70881.96,organic,2017,NewYork
2017-11-05,2.05,71500.85,organic,2017,NewYork
2017-11-05,1.41,1319642.14,conventional,2017,NewYork
2017-11-12,2.05,74312.9,organic,2017,NewYork
2017-11-12,1.52,1122350.0,conventional,2017,NewYork
2017-11-19,1.37,1335298.0,conventional,2017,NewYork
2017-11-19,2.07,68466.86,organic,2017,NewYork
2017-11-26,1.42,1210256.0,conventional,2017,NewYork
2017-11-26,2.02,63156.0,organic,2017,NewYork
2017-12-03,1.41,1191930.0,conventional,2017,NewYork
2017-12-03,1.81,95299.69,organic,2017,NewYork
2017-12-10,1.14,2390308.58,conventional,2017,NewYork
2017-12-10,1.79,79929.45,organic,2017,NewYork
2017-12-17,1.41,1181560.33,conventional,2017,NewYork
2017-12-17,1.84,75462.11,organic,2017,NewYork
2017-12-24,1.34,1233461.89,conventional,2017,NewYork
2017-12-24,1.85,74779.73,organic,2017,NewYork
2017-12-31,1.83,69777.3,organic,2017,NewYork
2017-12-31,1.33,1201219.44,conventional,2017,NewYork
2018-01-08,1.714334783,1106124.45,conventional,2018,NewYork
2018-01-08,2.225826711,57337.41,organic,2018,NewYork
2018-01-14,1.764002407,1097671.62,conventional,2018,NewYork
2018-01-14,2.145117276,61757.55,organic,2018,NewYork
2018-01-21,1.33425413,1851185.94,conventional,2018,NewYork
2018-01-21,2.185310283,50034.37,organic,2018,NewYork
2018-01-28,1.281174201,1890334.56,conventional,2018,NewYork
2018-01-28,1.940616608,70418.62,organic,2018,NewYork
2018-02-04,2.05269112,65591.62,organic,2018,NewYork
2018-02-04,1.368323397,2541470.98,conventional,2018,NewYork
2018-02-11,2.20797053,55180.85,organic,2018,NewYork
2018-02-11,1.322839669,1748014.09,conventional,2018,NewYork
2018-02-18,1.305003042,1220871.08,conventional,2018,NewYork
2018-02-18,1.435765192,424186.84,organic,2018,NewYork
2018-02-25,1.398559046,1334600.85,conventional,2018,NewYork
2018-02-25,1.900012768,85352.4,organic,2018,NewYork
2018-03-04,1.867572305,100716.84,organic,2018,NewYork
2018-03-04,1.305283781,1613306.46,conventional,2018,NewYork
2018-03-11,2.144548115,78846.3,organic,2018,NewYork
2018-03-11,1.454914196,1432652.24,conventional,2018,NewYork
2018-03-18,1.498204863,1319702.09,conventional,2018,NewYork
2018-03-18,1.80782288,151921.12,organic,2018,NewYork
2018-03-25,1.452662837,1444507.23,conventional,2018,NewYork
2018-03-25,2.100529263,86895.38,organic,2018,NewYork
2018-04-01,1.449195741,1514870.35,conventional,2018,NewYork
2018-04-01,1.922058342,98863.26,organic,2018,NewYork
2018-04-08,1.458135434,1361062.03,conventional,2018,NewYork
2018-04-08,2.191831037,65755.73,organic,2018,NewYork
2018-04-15,1.277664043,2549994.59,conventional,2018,NewYork
2018-04-15,2.001678737,72795.4,organic,2018,NewYork
2018-04-22,1.405061141,1613432.98,conventional,2018,NewYork
2018-04-22,1.740245992,125302.17,organic,2018,NewYork
2018-04-29,1.218516889,2022979.1,conventional,2018,NewYork
2018-04-29,1.871229518,95843.21,organic,2018,NewYork
2018-05-06,1.230109602,3172572.87,conventional,2018,NewYork
2018-05-06,1.956134329,79541.32,organic,2018,NewYork
2018-05-13,1.230424326,2034490.03,conventional,2018,NewYork
2018-05-13,1.738839802,119697.74,organic,2018,NewYork
2018-05-20,1.519134253,143613.19,organic,2018,NewYork
2018-05-20,1.396859169,1545772.75,conventional,2018,NewYork
2018-05-27,1.118665726,150435.86,organic,2018,NewYork
2018-05-27,1.262928866,2173407.61,conventional,2018,NewYork
2018-06-03,1.376423968,1709781.01,conventional,2018,NewYork
2018-06-03,1.433138375,156638.36,organic,2018,NewYork
2018-06-10,1.248886742,2083219.2,conventional,2018,NewYork
2018-06-10,1.873113323,81029.21,organic,2018,NewYork
2018-06-17,1.780966723,156337.98,organic,2018,NewYork
2018-06-17,1.356280282,1742103.24,conventional,2018,NewYork
2018-06-24,1.261330093,1939005.07,conventional,2018,NewYork
2018-06-24,1.947458448,85297.58,organic,2018,NewYork
2018-07-01,1.307324826,1803747.45,conventional,2018,NewYork
2018-07-01,1.773237793,103042.07,organic,2018,NewYork
2018-07-08,1.32039255,1829703.16,conventional,2018,NewYork
2018-07-08,1.918392198,86314.11,organic,2018,NewYork
2018-07-15,1.273837981,1645989.19,conventional,2018,NewYork
2018-07-15,1.798559646,124923.46,organic,2018,NewYork
2018-07-22,1.295513015,1538176.67,conventional,2018,NewYork
2018-07-22,1.877295772,95412.2,organic,2018,NewYork
2018-07-29,1.24968303,1662282.72,conventional,2018,NewYork
2018-07-29,1.822976744,96888.71,organic,2018,NewYork
2018-08-05,1.267834934,1553166.67,conventional,2018,NewYork
2018-08-05,2.144381953,65694.57,organic,2018,NewYork
2018-08-12,1.232580474,1565183.32,conventional,2018,NewYork
2018-08-12,1.955626044,75768.34,organic,2018,NewYork
2018-08-19,1.39467777,1383124.1,conventional,2018,NewYork
2018-08-19,2.194472641,69770.15,organic,2018,NewYork
2018-08-26,1.975233058,78789.09,organic,2018,NewYork
2018-08-26,1.401041445,1470900.34,conventional,2018,NewYork
2018-09-02,1.53339374,1390480.31,conventional,2018,NewYork
2018-09-02,2.244227572,66640.96,organic,2018,NewYork
2018-09-09,1.450567854,1487710.55,conventional,2018,NewYork
2018-09-09,2.250763666,69009.52,organic,2018,NewYork
2018-09-16,1.51930044,1269971.69,conventional,2018,NewYork
2018-09-16,2.231074712,61915.81,organic,2018,NewYork
2018-09-23,1.501304247,1239889.57,conventional,2018,NewYork
2018-09-23,2.202603052,64158.8,organic,2018,NewYork
2018-09-30,1.4584874,1257033.94,conventional,2018,NewYork
2018-09-30,2.204443258,66157.57,organic,2018,NewYork
2018-10-07,1.404503402,1321211.22,conventional,2018,NewYork
2018-10-07,1.936742715,74851.96,organic,2018,NewYork
2018-10-14,1.422467889,1319162.22,conventional,2018,NewYork
2018-10-14,1.742900093,85531.31,organic,2018,NewYork
2018-10-21,1.477343439,1211517.56,conventional,2018,NewYork
2018-10-21,1.88753132,75479.88,organic,2018,NewYork
2018-10-28,1.461824417,1730438.27,conventional,2018,NewYork
2018-10-28,1.914671954,69410.2,organic,2018,NewYork
2018-11-04,1.410251548,1302526.87,conventional,2018,NewYork
2018-11-04,1.957931491,68090.96,organic,2018,NewYork
2018-11-11,1.827967418,76584.82,organic,2018,NewYork
2018-11-11,1.470581394,1318230.04,conventional,2018,NewYork
2018-11-18,1.510411677,1126988.44,conventional,2018,NewYork
2018-11-18,1.498369419,175370.77,organic,2018,NewYork
2018-11-25,2.167350927,78315.45,organic,2018,NewYork
2018-11-25,1.550359346,670409.53,conventional,2018,NewYork
2018-12-02,1.972530751,53643.29,organic,2018,NewYork
2018-12-02,1.738625345,810117.5,conventional,2018,NewYork
2018-12-09,1.606268847,1063210.9,conventional,2018,NewYork
2018-12-09,1.82569871,76594.51,organic,2018,NewYork
2018-12-16,1.583961098,1125978.09,conventional,2018,NewYork
2018-12-16,1.887419871,81482.88,organic,2018,NewYork
2018-12-23,1.498567313,1168100.86,conventional,2018,NewYork
2018-12-23,1.732505667,114394.76,organic,2018,NewYork
2018-12-30,1.83948971,70203.12,organic,2018,NewYork
2018-12-30,1.367182115,1452285.1,conventional,2018,NewYork
2019-01-07,1.455975594,1481997.42,conventional,2019,NewYork
2019-01-07,1.779500855,99513.9,organic,2019,NewYork
2019-01-13,1.802989345,99794.39,organic,2019,NewYork
2019-01-13,1.215921348,1910970.35,conventional,2019,NewYork
2019-01-20,1.353653799,1745327.71,conventional,2019,NewYork
2019-01-20,1.707243532,117308.87,organic,2019,NewYork
2019-01-27,1.475578945,194867.06,organic,2019,NewYork
2019-01-27,1.364220612,1449092.5,conventional,2019,NewYork
2019-02-03,1.288579776,2616946.87,conventional,2019,NewYork
2019-02-03,1.74395655,92959.25,organic,2019,NewYork
2019-02-10,1.224203484,1813662.21,conventional,2019,NewYork
2019-02-10,1.484746209,135324.7,organic,2019,NewYork
2019-02-17,1.279570343,1491189.17,conventional,2019,NewYork
2019-02-17,1.66439665,94355.4,organic,2019,NewYork
2019-02-24,1.697645347,106310.14,organic,2019,NewYork
2019-02-24,1.333490073,1455424.04,conventional,2019,NewYork
2019-03-03,1.326666389,1586999.6,conventional,2019,NewYork
2019-03-03,1.579805145,166061.73,organic,2019,NewYork
2019-03-10,1.294895303,1806057.07,conventional,2019,NewYork
2019-03-10,1.670999315,105266.71,organic,2019,NewYork
2019-03-17,1.302604596,1641527.03,conventional,2019,NewYork
2019-03-17,1.478262632,153649.14,organic,2019,NewYork
2019-03-24,1.332500234,2286246.88,conventional,2019,NewYork
2019-03-24,1.745260495,96772.31,organic,2019,NewYork
2019-03-31,1.334023157,1550906.99,conventional,2019,NewYork
2019-03-31,1.565430715,117493.82,organic,2019,NewYork
2019-04-07,1.586045516,121554.65,organic,2019,NewYork
2019-04-07,1.446082056,1548881.96,conventional,2019,NewYork
2019-04-14,1.17906077,1968868.4,conventional,2019,NewYork
2019-04-14,1.483335359,264740.44,organic,2019,NewYork
2019-04-21,1.703044447,1307871.06,conventional,2019,NewYork
2019-04-21,1.990393822,109586.16,organic,2019,NewYork
2019-04-28,1.571372321,1276107.68,conventional,2019,NewYork
2019-04-28,2.162242969,78577.32,organic,2019,NewYork
2019-05-05,1.64542393,1677513.03,conventional,2019,NewYork
2019-05-05,2.113917888,84662.43,organic,2019,NewYork
2019-05-12,1.686774356,1667925.68,conventional,2019,NewYork
2019-05-12,1.926376215,92796.17,organic,2019,NewYork
2019-05-19,1.667934997,1443780.53,conventional,2019,NewYork
2019-05-19,2.161669881,75400.5,organic,2019,NewYork
2019-05-26,2.105977932,75210.77,organic,2019,NewYork
2019-05-26,1.71244651,1558398.61,conventional,2019,NewYork
2019-06-02,2.174681979,77063.89,organic,2019,NewYork
2019-06-02,1.726559886,1497184.08,conventional,2019,NewYork
2019-06-09,1.734689119,1457064.32,conventional,2019,NewYork
2019-06-09,2.152773722,79007.29,organic,2019,NewYork
2019-06-16,1.697809942,1452581.76,conventional,2019,NewYork
2019-06-16,2.15219264,79466.21,organic,2019,NewYork
2019-06-23,1.676977472,1309492.69,conventional,2019,NewYork
2019-06-23,2.291236144,70718.13,organic,2019,NewYork
2019-06-30,1.624870834,1377443.35,conventional,2019,NewYork
2019-06-30,2.285094225,59912.31,organic,2019,NewYork
2019-07-07,2.509477819,55811.26,organic,2019,NewYork
2019-07-07,1.685073674,1523267.39,conventional,2019,NewYork
2019-07-14,2.600637849,53511.81,organic,2019,NewYork
2019-07-14,1.690438946,1341840.87,conventional,2019,NewYork
2019-07-21,1.701834344,1316173.84,conventional,2019,NewYork
2019-07-21,2.595237135,54406.15,organic,2019,NewYork
2019-07-28,1.686540979,1338408.21,conventional,2019,NewYork
2019-07-28,2.574261637,54777.76,organic,2019,NewYork
2019-08-04,1.690141966,1293906.2,conventional,2019,NewYork
2019-08-04,2.505891662,62908.51,organic,2019,NewYork
2019-08-11,2.419747747,62123.83,organic,2019,NewYork
2019-08-11,1.660263098,1345917.15,conventional,2019,NewYork
2019-08-18,2.254943361,72040.99,organic,2019,NewYork
2019-08-18,1.599662545,1449784.57,conventional,2019,NewYork
2019-08-25,1.65837153,1295437.22,conventional,2019,NewYork
2019-08-25,2.128751323,78612.89,organic,2019,NewYork
